ticket_id,ticket_text,category,priority,source_channel
40967,Downgrade our team's corporate subscription to the free tier.,Cancellation,Medium,Email
40968,"Hi team, Application crashes whenever I try to opening settings.",Technical Support,Medium,Email
40969,Regarding my account: The service availability falls way short of the promised uptime SLA.,Complaint,Medium,Phone
40970,"Hi team, Just checking if there is any scheduled maintenance window this weekend.",General Inquiry,Low,Chat
40971,"Hi team, Application crashes whenever I try to saving data.",Technical Support,Low,Chat
40972,Regarding my account: Need to transfer master ownership of the workspace to another admin.,Account Access,Low,Chat
40973,"Hi team, Cannot authorize login via Google OAuth provider.",Account Access,Medium,Phone
40974,Application crashes whenever I try to saving data.,Technical Support,High,Phone
40975,Please help - Unable to update billing details in the payment gateway settings.,Billing,Medium,Email
40976,"Hello, How do I close my account? I cannot find the option in the portal.",Cancellation,Medium,Chat
40977,"Hello, Cannot authorize login via Google OAuth provider.",Account Access,Low,Email
40978,"Hi team, Extremely disappointed with the unannounced price hike.",Complaint,High,Chat
40979,Regarding my account: Cannot authorize login via Google OAuth provider.,Account Access,Medium,Email
40980,Regarding my account: Cannot authorize login via Google OAuth provider.,Account Access,Medium,Email
40981,Please help - I want to terminate my membership and delete all stored personal data.,Cancellation,Low,Email
40982,"Please help - Terrible experience, your customer support agent completely ignored my issue.",Complaint,Medium,Email
40983,Extremely disappointed with the unannounced price hike.,Complaint,Low,Email
40984,"Hello, Where can I find the official developer API reference guides?",General Inquiry,Medium,Email
40985,Urgent: Extremely disappointed with the unannounced price hike.,Complaint,Low,Phone
40986,Regarding my account: Downgrade our team's corporate subscription to the free tier.,Cancellation,Low,Chat
40987,Where can I find the official developer API reference guides?,General Inquiry,Low,Web Portal
40988,"Hello, Need a copy of invoice #6594 for our company accounts.",Billing,High,Phone
40989,Please help - Downgrade our team's corporate subscription to the free tier.,Cancellation,Medium,Phone
40990,Urgent: Password reset link expired or is invalid.,Account Access,Low,Phone
40991,"Hello, Moving to a competing software provider, cancel auto-renewals.",Cancellation,Low,Email
40992,Regarding my account: Locked out of my admin account after entering the wrong MFA token.,Account Access,Medium,Chat
40993,"Hello, Unable to connect to the database, getting a timeout error.",Technical Support,Low,Chat
40994,"Hi team, Requesting a refund for accidental renewal of the license tier.",Billing,High,Email
40995,"Hi team, I've been waiting over 48 hours for an urgent response.",Complaint,Low,Email
40996,Please help - The service availability falls way short of the promised uptime SLA.,Complaint,High,Email
40997,"Moving to a competing software provider, cancel auto-renewals.",Cancellation,Low,Email
40998,Regarding my account: Requesting a refund for accidental renewal of the license tier.,Billing,Medium,Phone
40999,"Hi team, Do you provide dedicated training webinars or onboarding documentation?",General Inquiry,High,Phone
41000,Can you send over details regarding enterprise tier volume pricing?,General Inquiry,Low,Phone
41001,"Please help - Extremely slow performance, page loads take over 10 seconds.",Technical Support,High,Phone
41002,"Hi team, The service availability falls way short of the promised uptime SLA.",Complaint,High,Chat
41003,"Hello, The latest update broke the UI layout on mobile view.",Technical Support,Medium,Web Portal
41004,Please help - Downgrade our team's corporate subscription to the free tier.,Cancellation,High,Phone
41005,Requesting a refund for accidental renewal of the license tier.,Billing,Medium,Email
41006,"Hi team, Terrible experience, your customer support agent completely ignored my issue.",Complaint,Medium,Email
41007,"Extremely slow performance, page loads take over 10 seconds.",Technical Support,High,Email
41008,I was double charged for my monthly subscription fee.,Billing,Medium,Phone
41009,Urgent: Extremely disappointed with the unannounced price hike.,Complaint,Medium,Email
41010,"Hi team, Do you provide dedicated training webinars or onboarding documentation?",General Inquiry,Medium,Email
41011,Please help - My profile shows as deactivated or suspended without notice.,Account Access,Medium,Phone
41012,"Hi team, Requesting a refund for accidental renewal of the license tier.",Billing,Medium,Email
41013,"Hello, Extremely disappointed with the unannounced price hike.",Complaint,High,Email
41014,Please help - My profile shows as deactivated or suspended without notice.,Account Access,Low,Chat
41015,"Hi team, Application crashes whenever I try to opening settings.",Technical Support,High,Web Portal
41016,Locked out of my admin account after entering the wrong MFA token.,Account Access,Medium,Phone
41017,"Hello, Extremely disappointed with the unannounced price hike.",Complaint,Medium,Phone
41018,Need a copy of invoice #8172 for our company accounts.,Billing,Medium,Phone
41019,"Hello, The new features are completely broken and ruining our daily workflows.",Complaint,Medium,Phone
41020,Urgent: Password reset link expired or is invalid.,Account Access,High,Phone
41021,"Hello, Requesting a refund for accidental renewal of the license tier.",Billing,Low,Email
41022,Please help - My corporate credit card was declined but funds are showing as locked.,Billing,High,Email
41023,Regarding my account: The latest update broke the UI layout on mobile view.,Technical Support,Low,Web Portal
41024,My profile shows as deactivated or suspended without notice.,Account Access,High,Phone
41025,Cannot authorize login via Google OAuth provider.,Account Access,Low,Email
41026,"Please help - Moving to a competing software provider, cancel auto-renewals.",Cancellation,High,Phone
41027,Regarding my account: Production server is throwing 500 Internal Server Error errors during saving data.,Technical Support,High,Phone
41028,"Hi team, Extremely slow performance, page loads take over 10 seconds.",Technical Support,Low,Email
41029,Regarding my account: The new features are completely broken and ruining our daily workflows.,Complaint,Medium,Chat
41030,Regarding my account: The new features are completely broken and ruining our daily workflows.,Complaint,Medium,Phone
41031,Cannot authorize login via Google OAuth provider.,Account Access,Low,Email
41032,Regarding my account: Is your infrastructure fully SOC2 and GDPR compliant?,General Inquiry,Low,Chat
41033,Urgent: My profile shows as deactivated or suspended without notice.,Account Access,High,Phone
41034,Just checking if there is any scheduled maintenance window this weekend.,General Inquiry,Low,Chat
41035,The latest update broke the UI layout on mobile view.,Technical Support,High,Phone
41036,Regarding my account: Need a copy of invoice #5889 for our company accounts.,Billing,Low,Phone
41037,Regarding my account: The service availability falls way short of the promised uptime SLA.,Complaint,High,Phone
41038,"Hi team, Extremely disappointed with the unannounced price hike.",Complaint,High,Web Portal
41039,"Hello, 2FA SMS authentication code is not delivering to my phone.",Account Access,High,Phone
41040,Regarding my account: Please cancel my premium subscription immediately.,Cancellation,Low,Chat
41041,Please help - Extremely disappointed with the unannounced price hike.,Complaint,Medium,Phone
41042,"Hi team, Password reset link expired or is invalid.",Account Access,Medium,Phone
41043,"Hello, Extremely slow performance, page loads take over 10 seconds.",Technical Support,High,Chat
41044,"Hello, Requesting a refund for accidental renewal of the license tier.",Billing,Medium,Phone
41045,Regarding my account: 2FA SMS authentication code is not delivering to my phone.,Account Access,Medium,Email
41046,Regarding my account: Downgrade our team's corporate subscription to the free tier.,Cancellation,Low,Email
41047,"Hi team, Critical error: 403 Forbidden unhandled exception on the dashboard.",Technical Support,Medium,Phone
41048,"Hello, Password reset link expired or is invalid.",Account Access,Medium,Email
41049,Urgent: 2FA SMS authentication code is not delivering to my phone.,Account Access,High,Phone
41050,Please help - 2FA SMS authentication code is not delivering to my phone.,Account Access,Low,Email
41051,Locked out of my admin account after entering the wrong MFA token.,Account Access,Medium,Chat
41052,Urgent: Can you send over details regarding enterprise tier volume pricing?,General Inquiry,Medium,Email
41053,Urgent: Critical error: NullPointerException unhandled exception on the dashboard.,Technical Support,High,Chat
41054,"Hello, Need a copy of invoice #7530 for our company accounts.",Billing,Low,Email
41055,Urgent: Application crashes whenever I try to loading charts.,Technical Support,High,Phone
41056,"Hi team, Unable to connect to the database, getting a timeout error.",Technical Support,High,Web Portal
41057,Urgent: Please cancel my premium subscription immediately.,Cancellation,High,Phone
41058,"Hi team, Application crashes whenever I try to exporting reports.",Technical Support,High,Phone
41059,Urgent: Production server is throwing Timeout Exception errors during saving data.,Technical Support,High,Chat
41060,"Hi team, The latest update broke the UI layout on mobile view.",Technical Support,Low,Phone
41061,"Hello, Application crashes whenever I try to exporting reports.",Technical Support,High,Email
41062,"Hi team, I was double charged for my monthly subscription fee.",Billing,Medium,Email
41063,Requesting a refund for accidental renewal of the license tier.,Billing,Medium,Email
41064,"Hello, Requesting a refund for accidental renewal of the license tier.",Billing,Medium,Phone
41065,"Hello, Can you send over details regarding enterprise tier volume pricing?",General Inquiry,Low,Web Portal
41066,Need a copy of invoice #8125 for our company accounts.,Billing,Low,Email
41067,"Regarding my account: Unable to connect to the database, getting a timeout error.",Technical Support,Medium,Chat
41068,"Hi team, My corporate credit card was declined but funds are showing as locked.",Billing,High,Chat
41069,Just checking if there is any scheduled maintenance window this weekend.,General Inquiry,Low,Email
41070,API webhook integration is failing to sync payload data.,Technical Support,High,Email
41071,Regarding my account: Requesting a refund for accidental renewal of the license tier.,Billing,Medium,Chat
41072,"Hello, The service availability falls way short of the promised uptime SLA.",Complaint,Medium,Chat
41073,Cannot authorize login via Google OAuth provider.,Account Access,High,Chat
41074,"Extremely slow performance, page loads take over 10 seconds.",Technical Support,Low,Email
41075,"Hi team, I've been waiting over 48 hours for an urgent response.",Complaint,Medium,Chat
41076,"Hi team, Terrible experience, your customer support agent completely ignored my issue.",Complaint,Low,Phone
41077,"Hello, Password reset link expired or is invalid.",Account Access,High,Web Portal
41078,"Hi team, Unable to update billing details in the payment gateway settings.",Billing,Low,Phone
41079,"Urgent: Moving to a competing software provider, cancel auto-renewals.",Cancellation,Medium,Chat
41080,API webhook integration is failing to sync payload data.,Technical Support,Low,Email
41081,Regarding my account: I was double charged for my monthly subscription fee.,Billing,High,Chat
41082,Regarding my account: Cannot authorize login via Google OAuth provider.,Account Access,Low,Email
41083,Cannot authorize login via Google OAuth provider.,Account Access,High,Phone
41084,"Hello, Production server is throwing Timeout Exception errors during saving data.",Technical Support,Low,Email
41085,Regarding my account: Is your infrastructure fully SOC2 and GDPR compliant?,General Inquiry,Low,Email
41086,Urgent: The service availability falls way short of the promised uptime SLA.,Complaint,Medium,Web Portal
41087,Regarding my account: I've been waiting over 48 hours for an urgent response.,Complaint,High,Web Portal
41088,Regarding my account: I was double charged for my monthly subscription fee.,Billing,Medium,Chat
41089,Regarding my account: Critical error: Timeout Exception unhandled exception on the dashboard.,Technical Support,High,Email
41090,Cannot authorize login via Google OAuth provider.,Account Access,High,Email
41091,Urgent: I've been waiting over 48 hours for an urgent response.,Complaint,Medium,Email
41092,"Hello, Critical error: NullPointerException unhandled exception on the dashboard.",Technical Support,High,Phone
41093,Regarding my account: Password reset link expired or is invalid.,Account Access,High,Chat
41094,Regarding my account: Please cancel my premium subscription immediately.,Cancellation,Medium,Phone
41095,Regarding my account: Just checking if there is any scheduled maintenance window this weekend.,General Inquiry,Low,Chat
41096,"Hello, Application crashes whenever I try to loading charts.",Technical Support,High,Email
41097,Cannot authorize login via Google OAuth provider.,Account Access,Medium,Email
41098,"Hi team, Cannot authorize login via Google OAuth provider.",Account Access,Low,Email
41099,Production server is throwing NullPointerException errors during opening settings.,Technical Support,High,Chat
41100,Urgent: Cannot authorize login via Google OAuth provider.,Account Access,High,Chat
41101,"Moving to a competing software provider, cancel auto-renewals.",Cancellation,Low,Email
41102,Urgent: Can you send over details regarding enterprise tier volume pricing?,General Inquiry,Medium,Chat
41103,Regarding my account: API webhook integration is failing to sync payload data.,Technical Support,Low,Email
41104,Unable to update billing details in the payment gateway settings.,Billing,Low,Phone
41105,Please help - Extremely disappointed with the unannounced price hike.,Complaint,High,Chat
41106,Urgent: Need a copy of invoice #5098 for our company accounts.,Billing,Medium,Email
41107,"Hello, I was double charged for my monthly subscription fee.",Billing,Medium,Phone
41108,Urgent: Why is there an unexpected charge on my statement this month?,Billing,Low,Chat
41109,"Regarding my account: Extremely slow performance, page loads take over 10 seconds.",Technical Support,Low,Phone
41110,"Hello, Unable to connect to the database, getting a timeout error.",Technical Support,Low,Phone
41111,Regarding my account: My profile shows as deactivated or suspended without notice.,Account Access,High,Chat
41112,"Hello, Password reset link expired or is invalid.",Account Access,Medium,Email
41113,"Hi team, API webhook integration is failing to sync payload data.",Technical Support,Medium,Phone
41114,"Extremely slow performance, page loads take over 10 seconds.",Technical Support,Medium,Email
41115,"Hi team, My profile shows as deactivated or suspended without notice.",Account Access,Medium,Phone
41116,Urgent: I was double charged for my monthly subscription fee.,Billing,Low,Phone
41117,Urgent: How do I close my account? I cannot find the option in the portal.,Cancellation,High,Chat
41118,2FA SMS authentication code is not delivering to my phone.,Account Access,Medium,Email
41119,API webhook integration is failing to sync payload data.,Technical Support,Low,Web Portal
41120,Need a copy of invoice #5388 for our company accounts.,Billing,Medium,Chat
41121,Locked out of my admin account after entering the wrong MFA token.,Account Access,High,Chat
41122,Please help - Critical error: 403 Forbidden unhandled exception on the dashboard.,Technical Support,High,Email
41123,Urgent: How do I close my account? I cannot find the option in the portal.,Cancellation,Medium,Email
41124,Regarding my account: Application crashes whenever I try to saving data.,Technical Support,High,Phone
41125,Urgent: My profile shows as deactivated or suspended without notice.,Account Access,Medium,Chat
41126,"Hi team, My profile shows as deactivated or suspended without notice.",Account Access,High,Email
41127,"Hi team, Extremely slow performance, page loads take over 10 seconds.",Technical Support,Medium,Email
41128,"Urgent: Unable to connect to the database, getting a timeout error.",Technical Support,High,Phone
41129,"Unable to connect to the database, getting a timeout error.",Technical Support,Low,Email
41130,Please help - Do you provide dedicated training webinars or onboarding documentation?,General Inquiry,Medium,Phone
41131,API webhook integration is failing to sync payload data.,Technical Support,High,Phone
41132,Need a copy of invoice #8392 for our company accounts.,Billing,Medium,Phone
41133,"Hello, 2FA SMS authentication code is not delivering to my phone.",Account Access,Medium,Email
41134,Please help - I was double charged for my monthly subscription fee.,Billing,Low,Email
41135,"Hello, My corporate credit card was declined but funds are showing as locked.",Billing,Medium,Phone
41136,Please help - Can you send over details regarding enterprise tier volume pricing?,General Inquiry,Medium,Web Portal
41137,"Hello, I was double charged for my monthly subscription fee.",Billing,High,Web Portal
41138,Urgent: Why is there an unexpected charge on my statement this month?,Billing,Medium,Email
41139,Urgent: Is your infrastructure fully SOC2 and GDPR compliant?,General Inquiry,Low,Email
41140,"Hello, Production server is throwing Timeout Exception errors during opening settings.",Technical Support,Medium,Web Portal
41141,2FA SMS authentication code is not delivering to my phone.,Account Access,Low,Email
41142,Regarding my account: The service availability falls way short of the promised uptime SLA.,Complaint,Medium,Email
41143,Regarding my account: How do I close my account? I cannot find the option in the portal.,Cancellation,Low,Email
41144,"Hi team, Please cancel my premium subscription immediately.",Cancellation,Low,Email
41145,Urgent: My profile shows as deactivated or suspended without notice.,Account Access,High,Phone
41146,"Hello, My corporate credit card was declined but funds are showing as locked.",Billing,High,Phone
41147,Urgent: Critical error: 403 Forbidden unhandled exception on the dashboard.,Technical Support,High,Chat
41148,Urgent: I've been waiting over 48 hours for an urgent response.,Complaint,High,Web Portal
41149,"Hi team, Application crashes whenever I try to saving data.",Technical Support,Medium,Web Portal
41150,Please help - 2FA SMS authentication code is not delivering to my phone.,Account Access,High,Chat
41151,Urgent: 2FA SMS authentication code is not delivering to my phone.,Account Access,High,Email
41152,Urgent: Just checking if there is any scheduled maintenance window this weekend.,General Inquiry,High,Phone
41153,Regarding my account: My corporate credit card was declined but funds are showing as locked.,Billing,Low,Phone
41154,Regarding my account: API webhook integration is failing to sync payload data.,Technical Support,High,Web Portal
41155,Urgent: Where can I find the official developer API reference guides?,General Inquiry,High,Phone
41156,Cannot authorize login via Google OAuth provider.,Account Access,Medium,Email
41157,"Regarding my account: Terrible experience, your customer support agent completely ignored my issue.",Complaint,Low,Web Portal
41158,My profile shows as deactivated or suspended without notice.,Account Access,High,Phone
41159,Urgent: Production server is throwing Timeout Exception errors during saving data.,Technical Support,Medium,Phone
41160,Urgent: My corporate credit card was declined but funds are showing as locked.,Billing,Low,Email
41161,"Hello, The latest update broke the UI layout on mobile view.",Technical Support,Low,Chat
41162,Please help - I want to terminate my membership and delete all stored personal data.,Cancellation,Medium,Phone
41163,Regarding my account: I've been waiting over 48 hours for an urgent response.,Complaint,Medium,Chat
41164,Urgent: Cannot authorize login via Google OAuth provider.,Account Access,Medium,Email
41165,Please help - Application crashes whenever I try to saving data.,Technical Support,High,Phone
41166,Urgent: API webhook integration is failing to sync payload data.,Technical Support,High,Chat
41167,Where can I find the official developer API reference guides?,General Inquiry,Low,Chat
41168,"Hi team, Terrible experience, your customer support agent completely ignored my issue.",Complaint,Low,Email
41169,Regarding my account: Downgrade our team's corporate subscription to the free tier.,Cancellation,High,Phone
41170,"Terrible experience, your customer support agent completely ignored my issue.",Complaint,Medium,Phone
41171,Please help - Critical error: NullPointerException unhandled exception on the dashboard.,Technical Support,High,Email
41172,Regarding my account: I've been waiting over 48 hours for an urgent response.,Complaint,Medium,Email
41173,"Hello, 2FA SMS authentication code is not delivering to my phone.",Account Access,Low,Phone
41174,"Hi team, API webhook integration is failing to sync payload data.",Technical Support,High,Email
41175,"Hello, Need a copy of invoice #6124 for our company accounts.",Billing,Medium,Phone
41176,Please help - Critical error: 403 Forbidden unhandled exception on the dashboard.,Technical Support,High,Email
41177,"Hi team, My profile shows as deactivated or suspended without notice.",Account Access,High,Phone
41178,Regarding my account: Requesting a refund for accidental renewal of the license tier.,Billing,Medium,Email
41179,Why is there an unexpected charge on my statement this month?,Billing,Medium,Web Portal
41180,Why is there an unexpected charge on my statement this month?,Billing,Medium,Phone
41181,Please help - I've been waiting over 48 hours for an urgent response.,Complaint,Low,Phone
41182,"Hi team, I was double charged for my monthly subscription fee.",Billing,Medium,Phone
41183,Requesting a refund for accidental renewal of the license tier.,Billing,High,Email
41184,Urgent: API webhook integration is failing to sync payload data.,Technical Support,High,Email
41185,Please help - Production server is throwing NullPointerException errors during loading charts.,Technical Support,High,Email
41186,"Hi team, How do I close my account? I cannot find the option in the portal.",Cancellation,Medium,Email
41187,Regarding my account: Unable to update billing details in the payment gateway settings.,Billing,High,Phone
41188,"Hi team, The new features are completely broken and ruining our daily workflows.",Complaint,Medium,Email
41189,Regarding my account: Please cancel my premium subscription immediately.,Cancellation,Medium,Chat
41190,Urgent: Extremely disappointed with the unannounced price hike.,Complaint,High,Web Portal
41191,"Urgent: Unable to connect to the database, getting a timeout error.",Technical Support,High,Email
41192,Please help - The latest update broke the UI layout on mobile view.,Technical Support,High,Phone
41193,"Please help - Unable to connect to the database, getting a timeout error.",Technical Support,High,Email
41194,Regarding my account: The new features are completely broken and ruining our daily workflows.,Complaint,Medium,Email
41195,Is your infrastructure fully SOC2 and GDPR compliant?,General Inquiry,Medium,Phone
41196,Please help - How do I close my account? I cannot find the option in the portal.,Cancellation,Medium,Phone
41197,"Hello, Critical error: 500 Internal Server Error unhandled exception on the dashboard.",Technical Support,Low,Email
41198,Please help - I've been waiting over 48 hours for an urgent response.,Complaint,Medium,Email
41199,Urgent: Critical error: 500 Internal Server Error unhandled exception on the dashboard.,Technical Support,High,Web Portal
41200,"Hello, Can you send over details regarding enterprise tier volume pricing?",General Inquiry,Medium,Email
41201,Please help - I've been waiting over 48 hours for an urgent response.,Complaint,Medium,Email
41202,"Urgent: Moving to a competing software provider, cancel auto-renewals.",Cancellation,High,Email
41203,Please help - Just checking if there is any scheduled maintenance window this weekend.,General Inquiry,Medium,Email
41204,Please cancel my premium subscription immediately.,Cancellation,Low,Email
41205,"Please help - Unable to connect to the database, getting a timeout error.",Technical Support,High,Email
41206,Urgent: Can you send over details regarding enterprise tier volume pricing?,General Inquiry,Low,Email
41207,"Hello, Critical error: 403 Forbidden unhandled exception on the dashboard.",Technical Support,High,Chat
41208,Please help - Just checking if there is any scheduled maintenance window this weekend.,General Inquiry,Low,Chat
41209,Urgent: Please cancel my premium subscription immediately.,Cancellation,Medium,Chat
41210,Urgent: Extremely disappointed with the unannounced price hike.,Complaint,Medium,Chat
41211,Regarding my account: Cannot authorize login via Google OAuth provider.,Account Access,Medium,Web Portal
41212,"Regarding my account: Moving to a competing software provider, cancel auto-renewals.",Cancellation,Medium,Email
41213,Please help - I was double charged for my monthly subscription fee.,Billing,Low,Phone
41214,"Hi team, Cannot authorize login via Google OAuth provider.",Account Access,Medium,Phone
41215,Regarding my account: API webhook integration is failing to sync payload data.,Technical Support,Medium,Email
41216,Regarding my account: Application crashes whenever I try to processing checkout.,Technical Support,Medium,Web Portal
41217,"Urgent: Unable to connect to the database, getting a timeout error.",Technical Support,High,Chat
41218,Please help - Extremely disappointed with the unannounced price hike.,Complaint,High,Email
41219,The latest update broke the UI layout on mobile view.,Technical Support,Low,Email
41220,Please help - API webhook integration is failing to sync payload data.,Technical Support,High,Phone
41221,"Hello, Production server is throwing 403 Forbidden errors during loading charts.",Technical Support,High,Email
41222,Requesting a refund for accidental renewal of the license tier.,Billing,Medium,Email
41223,Please help - Downgrade our team's corporate subscription to the free tier.,Cancellation,High,Email
41224,Please help - I was double charged for my monthly subscription fee.,Billing,High,Phone
41225,Regarding my account: Unable to update billing details in the payment gateway settings.,Billing,High,Email
41226,"Hello, Unable to update billing details in the payment gateway settings.",Billing,Low,Chat
41227,Regarding my account: Production server is throwing Timeout Exception errors during loading charts.,Technical Support,Low,Phone
41228,Regarding my account: Application crashes whenever I try to opening settings.,Technical Support,Medium,Email
41229,Regarding my account: Just checking if there is any scheduled maintenance window this weekend.,General Inquiry,Low,Phone
41230,Urgent: 2FA SMS authentication code is not delivering to my phone.,Account Access,High,Chat
41231,Urgent: How do I close my account? I cannot find the option in the portal.,Cancellation,Medium,Phone
41232,"Hi team, Application crashes whenever I try to opening settings.",Technical Support,Medium,Phone
41233,Extremely disappointed with the unannounced price hike.,Complaint,Medium,Phone
41234,Why is there an unexpected charge on my statement this month?,Billing,Low,Email
41235,Regarding my account: Application crashes whenever I try to exporting reports.,Technical Support,High,Phone
41236,Regarding my account: Is your infrastructure fully SOC2 and GDPR compliant?,General Inquiry,Low,Phone
41237,Regarding my account: Downgrade our team's corporate subscription to the free tier.,Cancellation,Medium,Web Portal
41238,"Hi team, My profile shows as deactivated or suspended without notice.",Account Access,High,Chat
41239,Regarding my account: My profile shows as deactivated or suspended without notice.,Account Access,Low,Email
41240,Please help - API webhook integration is failing to sync payload data.,Technical Support,Low,Chat
41241,Regarding my account: I was double charged for my monthly subscription fee.,Billing,Medium,Email
41242,Regarding my account: Where can I find the official developer API reference guides?,General Inquiry,Medium,Email
41243,"Hello, I want to terminate my membership and delete all stored personal data.",Cancellation,Medium,Chat
41244,Regarding my account: Application crashes whenever I try to exporting reports.,Technical Support,Medium,Phone
41245,"Hi team, API webhook integration is failing to sync payload data.",Technical Support,High,Email
41246,"Unable to connect to the database, getting a timeout error.",Technical Support,Medium,Email
41247,"Please help - Extremely slow performance, page loads take over 10 seconds.",Technical Support,Medium,Web Portal
41248,Urgent: Application crashes whenever I try to exporting reports.,Technical Support,High,Chat
41249,Please help - Production server is throwing 403 Forbidden errors during opening settings.,Technical Support,Low,Phone
41250,"Hi team, Just checking if there is any scheduled maintenance window this weekend.",General Inquiry,Low,Phone
41251,"Please help - Extremely slow performance, page loads take over 10 seconds.",Technical Support,Low,Email
41252,Urgent: Critical error: NullPointerException unhandled exception on the dashboard.,Technical Support,High,Phone
41253,"Hello, The latest update broke the UI layout on mobile view.",Technical Support,Medium,Phone
41254,"Hi team, Application crashes whenever I try to processing checkout.",Technical Support,High,Chat
41255,Regarding my account: I was double charged for my monthly subscription fee.,Billing,Medium,Email
41256,"Unable to connect to the database, getting a timeout error.",Technical Support,Low,Email
41257,My profile shows as deactivated or suspended without notice.,Account Access,Medium,Phone
41258,Please help - Need a copy of invoice #7280 for our company accounts.,Billing,High,Phone
41259,Regarding my account: Critical error: 403 Forbidden unhandled exception on the dashboard.,Technical Support,High,Web Portal
41260,"Hi team, Cannot authorize login via Google OAuth provider.",Account Access,Medium,Email
41261,Please help - Requesting a refund for accidental renewal of the license tier.,Billing,High,Email
41262,Please help - API webhook integration is failing to sync payload data.,Technical Support,Low,Email
41263,"Hello, Extremely disappointed with the unannounced price hike.",Complaint,High,Email
41264,API webhook integration is failing to sync payload data.,Technical Support,Low,Email
41265,Regarding my account: My corporate credit card was declined but funds are showing as locked.,Billing,High,Email
41266,"Hello, Critical error: Timeout Exception unhandled exception on the dashboard.",Technical Support,High,Chat
41267,Where can I find the official developer API reference guides?,General Inquiry,Low,Phone
41268,Urgent: The latest update broke the UI layout on mobile view.,Technical Support,High,Phone
41269,Regarding my account: Is your infrastructure fully SOC2 and GDPR compliant?,General Inquiry,Medium,Phone
41270,"Hello, Can you send over details regarding enterprise tier volume pricing?",General Inquiry,Low,Chat
41271,Urgent: Unable to update billing details in the payment gateway settings.,Billing,Medium,Chat
41272,Please help - I've been waiting over 48 hours for an urgent response.,Complaint,Medium,Chat
41273,Regarding my account: Application crashes whenever I try to processing checkout.,Technical Support,High,Email
41274,Urgent: Cannot authorize login via Google OAuth provider.,Account Access,High,Email
41275,Regarding my account: Is your infrastructure fully SOC2 and GDPR compliant?,General Inquiry,Low,Phone
41276,Regarding my account: The service availability falls way short of the promised uptime SLA.,Complaint,Medium,Phone
41277,Regarding my account: Cannot authorize login via Google OAuth provider.,Account Access,Medium,Chat
41278,"Hello, Unable to connect to the database, getting a timeout error.",Technical Support,High,Email
41279,"Hi team, The latest update broke the UI layout on mobile view.",Technical Support,Low,Phone
41280,"Hello, The new features are completely broken and ruining our daily workflows.",Complaint,Medium,Email
41281,"Hello, Do you provide dedicated training webinars or onboarding documentation?",General Inquiry,Medium,Web Portal
41282,"Hello, Requesting a refund for accidental renewal of the license tier.",Billing,Medium,Email
41283,"Regarding my account: Extremely slow performance, page loads take over 10 seconds.",Technical Support,Low,Web Portal
41284,Critical error: Timeout Exception unhandled exception on the dashboard.,Technical Support,High,Phone
41285,Need to transfer master ownership of the workspace to another admin.,Account Access,Medium,Chat
41286,Please help - Extremely disappointed with the unannounced price hike.,Complaint,Low,Phone
41287,Unable to update billing details in the payment gateway settings.,Billing,Medium,Web Portal
41288,Please help - My profile shows as deactivated or suspended without notice.,Account Access,High,Email
41289,Urgent: How do I close my account? I cannot find the option in the portal.,Cancellation,High,Web Portal
41290,Urgent: Production server is throwing Timeout Exception errors during saving data.,Technical Support,High,Email
41291,"Regarding my account: Extremely slow performance, page loads take over 10 seconds.",Technical Support,High,Email
41292,Where can I find the official developer API reference guides?,General Inquiry,Medium,Chat
41293,Please help - Can you send over details regarding enterprise tier volume pricing?,General Inquiry,Low,Phone
41294,"Hello, Terrible experience, your customer support agent completely ignored my issue.",Complaint,Low,Email
41295,"Hello, Extremely disappointed with the unannounced price hike.",Complaint,Low,Chat
41296,Urgent: The service availability falls way short of the promised uptime SLA.,Complaint,High,Email
41297,"Regarding my account: Unable to connect to the database, getting a timeout error.",Technical Support,Medium,Email
41298,"Urgent: Unable to connect to the database, getting a timeout error.",Technical Support,Medium,Web Portal
41299,Regarding my account: 2FA SMS authentication code is not delivering to my phone.,Account Access,High,Chat
41300,"Hello, API webhook integration is failing to sync payload data.",Technical Support,Low,Web Portal
41301,Regarding my account: Please cancel my premium subscription immediately.,Cancellation,High,Chat
41302,"Terrible experience, your customer support agent completely ignored my issue.",Complaint,Low,Email
41303,Unable to update billing details in the payment gateway settings.,Billing,Low,Chat
41304,Regarding my account: Need a copy of invoice #8096 for our company accounts.,Billing,Medium,Email
41305,Extremely disappointed with the unannounced price hike.,Complaint,High,Chat
41306,Urgent: Can you send over details regarding enterprise tier volume pricing?,General Inquiry,Medium,Chat
41307,Urgent: Unable to update billing details in the payment gateway settings.,Billing,High,Phone
41308,Please help - I've been waiting over 48 hours for an urgent response.,Complaint,Medium,Phone
41309,"Hi team, Please cancel my premium subscription immediately.",Cancellation,Medium,Email
41310,Urgent: Production server is throwing 403 Forbidden errors during saving data.,Technical Support,Medium,Chat
41311,I want to terminate my membership and delete all stored personal data.,Cancellation,Medium,Phone
41312,"Hi team, Production server is throwing NullPointerException errors during opening settings.",Technical Support,Low,Email
41313,Regarding my account: Do you provide dedicated training webinars or onboarding documentation?,General Inquiry,Low,Email
41314,"Urgent: Unable to connect to the database, getting a timeout error.",Technical Support,High,Phone
41315,Application crashes whenever I try to exporting reports.,Technical Support,Low,Email
41316,Extremely disappointed with the unannounced price hike.,Complaint,Medium,Email
